Publication number,Family ID,Owner,title,Patenting date,Patent status,Impact score,Google link
US-10611640-B2,57394085,Zeon Corp,"Carbon film and method of producing same, and fibrous carbon nanostructure dispersion liquid and method of producing same",5/27/2015,Active,0.549073016,https://patents.google.com/patent/US10611640B2
US-10611642-B2,52391759,Commissariat A Lenergie Atomique Et Aux Energies Alternatives,Sioc composite electrode material,11/6/2014,Active,0.650277152,https://patents.google.com/patent/US10611642B2
US-10611644-B2,57684754,Btr New Material Group Co Ltd,Equipment and process for preparing silicon oxides,7/8/2015,Active,0.417756789,https://patents.google.com/patent/US10611644B2
US-10611941-B2,55911731,Fujitsu Ltd,"Heat radiation sheet, method of manufacturing heat radiation sheet, and method of manufacturing electronic device",11/10/2014,Active,0.46953944,https://patents.google.com/patent/US10611941B2
US-10618810-B2,59562387,Odysseus Technologies Inc,Free atom nanotube growth,9/25/2013,Active,0.351660935,https://patents.google.com/patent/US10618810B2
US-10618812-B2,60048300,Tsinghua University,Method for making carbon nanotube structure,4/28/2016,Active,0.480381074,https://patents.google.com/patent/US10618812B2
US-10619246-B2,59960241,Boeing Co,,3/31/2016,Active,0.470162217,https://patents.google.com/patent/US10619246B2
US-10622616-B2,60244115,Hyundai Motor Co,All-solid state battery and method of manufacturing the same,5/4/2016,Active,0.538124863,https://patents.google.com/patent/US10622616B2
US-10622624-B2,61620724,Samsung Electronics Co Ltd,"Porous silicon composite cluster and carbon composite thereof, and electrode, lithium battery, field emission device, biosensor and semiconductor device each including the same",9/19/2016,Active,0.523274072,https://patents.google.com/patent/US10622624B2
US-10626017-B2,57047512,Research Cooperation Foundation Of Yeungnam University,Method for synthesizing aluminum nitride and aluminum nitride-based composite material,12/24/2015,Active,0.471806513,https://patents.google.com/patent/US10626017B2
US-10626279-B2,51490691,Jawaharlal Nehru Centre For Advanced Scientific Research,"Composition, substrates and methods thereof",3/5/2013,Active,0.748467818,https://patents.google.com/patent/US10626279B2
US-10627217-B2,58693860,Carl Zeiss Smt Gmbh,"Method for determining the thickness of a contaminating layer and/or the type of contaminating material, optical element and euv-lithography system",4/12/2016,Active,0.569283695,https://patents.google.com/patent/US10627217B2
US-10629838-B2,56543608,Duksan Hi Metal Co Ltd,"Core-shell nanowire, method for synthesizing the core-shell nanowire, and transparent electrode and organic light emitting diode including the core-shell nanowire",1/26/2015,Active,0.523276126,https://patents.google.com/patent/US10629838B2
US-10633592-B2,62022530,Georgia Tech Research Corp,,10/31/2016,Active,0.647090104,https://patents.google.com/patent/US10633592B2
US-10633764-B2,58239658,Toyota Jidosha Chuo Kenkyusho Kk,"Gallium nitride crystal, its manufacturing method, and crystal growth apparatus",9/8/2015,Active,0.654942635,https://patents.google.com/patent/US10633764B2
US-10636647-B2,62144936,Lightlab Sweden Ab,Field emission light source adapted to emit uv light,12/8/2016,Active,0.569760517,https://patents.google.com/patent/US10636647B2
US-10636653-B2,47666274,Aledia,Process for growing at least one nanowire using a transition metal nitride layer obtained in two steps,10/26/2012,Active,0.43094973,https://patents.google.com/patent/US10636653B2
US-10637050-B2,51225551,Wacker Chemie Ag,Method for size-reduction of silicon and use of the size-reduced silicon in a lithium-ion battery,8/2/2013,Active,0.587757314,https://patents.google.com/patent/US10637050B2
US-10637052-B2,53189597,Umicore Nv Sa,"Composite powder for use in an anode of a lithium ion battery, method for manufacturing a composite powder and lithium ion battery",4/28/2015,Active,0.357565633,https://patents.google.com/patent/US10637052B2
US-10640376-B2,60991903,Haldor Topsoe As,Process for the production of sulfur trioxide,7/21/2016,Active,0.544138663,https://patents.google.com/patent/US10640376B2
US-10640380-B2,56788699,Hitachi Zosen Corp,High-density carbon nanotube aggregate and method of producing high-density carbon nanotube aggregate,2/27/2015,Active,0.692867261,https://patents.google.com/patent/US10640380B2
US-10640383-B2,59383939,Vln Advanced Technologies Inc,Apparatus and method for preparing graphene by exfoliation of graphite using a pulsed or cavitating waterjet,7/5/2016,Active,0.558887989,https://patents.google.com/patent/US10640383B2
US-10640386-B2,56163400,Korea Institute Of Ceramic Engineering And Technology Kicet,Apparatus of manufacturing mesoporous silica and method of manufacturing mesoporous silica using the same,12/29/2014,Active,0.465644336,https://patents.google.com/patent/US10640386B2
US-10640866-B2,50737769,Oxford University Innovation Ltd,Process for the production of two-dimensional nanomaterials,3/31/2014,Active,0.832941666,https://patents.google.com/patent/US10640866B2
US-10640882-B2,57834801,Shoei Chemical Inc ,Method for producing nanocrystals and nanocrystal production device,7/23/2015,Active,0.522936118,https://patents.google.com/patent/US10640882B2
US-10640884-B2,59963436,Suzhou Institute Of Nano Tech And Nano Bionics Cas,"Black phosphorus crystal having high photoelectric response rate, two-dimensional black phosphorus pn junction, and preparation method and use thereof",4/1/2016,Active,0.546750058,https://patents.google.com/patent/US10640884B2
US-10641252-B2,61828824,Tsinghua University,Actuator based on carbon nanotubes and actuating system using the same,10/12/2016,Active,0.488824815,https://patents.google.com/patent/US10641252B2
US-10644318-B2,57248040,Sekisui Chemical Co Ltd,"Carbon material, carbon material-active material composite, electrode material for lithium-ion secondary battery, and lithium-ion secondary battery",5/14/2015,Active,0.541848529,https://patents.google.com/patent/US10644318B2
US-10647581-B2,58631955,Bego Technologies Ltd,Bioelectrochemical methods and systems for efficient production of graphene oxide and hydrogen,10/31/2015,Active,0.538035636,https://patents.google.com/patent/US10647581B2
US-10647583-B2,55538242,Wacker Chemie Ag,Fluidized bed reactor for preparing chlorosilanes,3/30/2015,Active,0.347326307,https://patents.google.com/patent/US10647583B2
US-10648916-B2,63039979,Hewlett Packard Development Co Lp,Nano fingers with asymmetric material composition,1/31/2017,Active,0.5145576,https://patents.google.com/patent/US10648916B2
US-10654034-B2,54699337,At Energy Llc,Method of preparing platinum-based catalyst and platinum-based catalyst,5/30/2014,Active,0.498020171,https://patents.google.com/patent/US10654034B2
US-10654721-B2,58289134,Toray Industries Inc,"Graphene dispersion, process for producing same, process for producing particles of graphene/active material composite, and process for producing electrode paste",9/18/2015,Active,0.664810289,https://patents.google.com/patent/US10654721B2
US-20110165461-A1,44224878,Korea Advanced Institute Of Science And Technology Kaist,"Electrode including nanocomposite active material, method of preparing the same, and electrochemical device including the same",1/5/2010,Abandoned,0.410040248,https://patents.google.com/patent/US20110165461A1
US-20110171116-A1,44258701,Advance Materials Products Inc,Continuous and semi-continuous process of manufacturing titanium hydride using titanium chlorides of different valency,1/11/2010,Granted,0.877672194,https://patents.google.com/patent/US20110171116A1
US-20110177459-A1,44277834,Shin Etsu Chemical Co Ltd,"Resist underlayer film-forming composition, process for forming resist underlayer film and patterning process",1/19/2010,Granted,0.943029904,https://patents.google.com/patent/US20110177459A1
US-20110177678-A1,44268372,Mitsubishi Electric Corp,Method for manufacturing nitride semiconductor device,1/19/2010,Abandoned,0.429855743,https://patents.google.com/patent/US20110177678A1
US-20110178322-A1,44278025,Shin Etsu Chemical Co Ltd,Preparation process of trisilylamine,1/15/2010,Granted,0.563001708,https://patents.google.com/patent/US20110178322A1
US-20110180385-A1,44308130,Raytheon Co,Control of catalytic chemical processes,1/28/2010,Abandoned,0.816297123,https://patents.google.com/patent/US20110180385A1
US-20110180788-A1,44308288,Nanmat Tech Co Ltd,Compound semiconductor thin film with anti-fog function and the manufacturing method thereof,1/26/2010,Abandoned,0.311960125,https://patents.google.com/patent/US20110180788A1
US-20110180964-A1,44308353,Canon Nanotechnologies Inc,Systems and methods for substrate formation,1/27/2010,Abandoned,0.431529806,https://patents.google.com/patent/US20110180964A1
US-20110182316-A1,44308902,Fuji Xerox Co Ltd,Surface emitting semiconductor laser,1/27/2010,Granted,0.390173458,https://patents.google.com/patent/US20110182316A1
US-20110183203-A1,44309195,Molecular Nanosystems Inc,Polymer supported electrodes,1/27/2010,Abandoned,0.967224937,https://patents.google.com/patent/US20110183203A1
US-20110192450-A1,44316777,Imra America Inc,Method for producing nanoparticle solutions based on pulsed laser ablation for fabrication of thin film solar cells,2/10/2010,Abandoned,0.710708209,https://patents.google.com/patent/US20110192450A1
US-20110192723-A1,44352819,Genia Technologies Inc,Systems and methods for manipulating a molecule in a nanopore,2/8/2010,Abandoned,0.594589428,https://patents.google.com/patent/US20110192723A1
US-20110194846-A1,44353810,Tsinghua University,Fluid heater,2/8/2010,Abandoned,0.753780722,https://patents.google.com/patent/US20110194846A1
US-20110203517-A1,44356954,Solarworld Innovations Gmbh,Device and method for the production of silicon blocks,2/25/2010,Abandoned,0.712573822,https://patents.google.com/patent/US20110203517A1
US-20110204027-A1,44475628,Tokyo Electron Ltd,"Slurry manufacturing method, slurry and polishing method and apparatus using slurry",2/23/2010,Abandoned,0.650079646,https://patents.google.com/patent/US20110204027A1
US-20110205666-A1,43825238,Tdk Corp,"Magnetic sensor, magnetic detector, and magnetic head",2/24/2010,Granted,0.444289607,https://patents.google.com/patent/US20110205666A1
US-20110205668-A1,44476301,Fuji Electric Device Technology Co Ltd,Magnetic recording medium and manufacturing method thereof,2/24/2010,Abandoned,0.366832715,https://patents.google.com/patent/US20110205668A1
US-20110205669-A1,44476302,Toshiba Corp,"Method for manufacturing magneto-resistance effect element, magnetic head assembly, and magnetic recording and reproducing apparatus",2/22/2010,Abandoned,0.457256158,https://patents.google.com/patent/US20110205669A1
US-20110209578-A1,44455288,Mitsubishi Heavy Industries Ltd,Nanoparticle manufacturing device and nanoparticle manufacturing method and method of manufacturing nanoparticle-dispersed liquid alkali metal,2/26/2010,Abandoned,0.503553609,https://patents.google.com/patent/US20110209578A1
US-20110212405-A1,44367243,Dongying Jieda Chemical Technology Co Ltd,"Method for the production of ultrapure phosphorus by zone melting in a non-flammable environment, and the apparatus used in such method",2/12/2010,Abandoned,0.301794145,https://patents.google.com/patent/US20110212405A1
US-20110214726-A1,44530262,Alliance For Sustainable Energy Llc,Ultra- high solar conversion efficiency for solar fuels and solar electricity via multiple exciton generation in quantum dots coupled with solar concentration,3/2/2010,Abandoned,0.317162936,https://patents.google.com/patent/US20110214726A1
US-20110217379-A1,44531552,Davis Llp,Magnetic nanomaterials and methods for chemoembolisation,3/8/2010,Abandoned,0.53043727,https://patents.google.com/patent/US20110217379A1
US-20110220865-A1,44559073,Toshiba Corp,Transistor and manufacturing method thereof,3/11/2010,Abandoned,0.876155585,https://patents.google.com/patent/US20110220865A1
US-20110223094-A1,44560196,University Of California,Method for synthesis of high quality graphene,3/12/2010,Granted,0.63807484,https://patents.google.com/patent/US20110223094A1
US-20110223343-A1,44542540,University Of Alabama Ua,Novel nanocomposite for sustainability of infrastructure,3/1/2010,Abandoned,0.703243737,https://patents.google.com/patent/US20110223343A1
